TYPE,SADDR,DADDR,PROTOCOL,I-COUNT,O-COUNT,TIMESTAMP,BYTES
OUT,142.250.82.211,10.81.20.225,UDP,46,220,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,220,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,220,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,220,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,220,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,220,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,221,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,21,51,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,47,221,1970-01-01 05:46:01,1227
IN,142.250.82.215,10.81.20.225,UDP,22,51,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,48,221,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,22,52,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,48,223,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,48,223,1970-01-01 05:46:01,1227
IN,162.159.130.234,10.81.20.225,TCP,18,20,1970-01-01 05:46:01,98
OUT,162.159.130.234,10.81.20.225,TCP,18,20,1970-01-01 05:46:01,98
IN,142.250.82.211,10.81.20.225,UDP,49,223,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,22,53,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,50,223,1970-01-01 05:46:01,1227
IN,142.250.82.215,10.81.20.225,UDP,23,53,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,23,54,1970-01-01 05:46:01,92
IN,142.250.82.215,10.81.20.225,UDP,24,54,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,24,55,1970-01-01 05:46:01,92
IN,142.250.82.215,10.81.20.225,UDP,25,55,1970-01-01 05:46:01,92
IN,192.168.108.122,10.81.20.225,UDP,1,0,1970-01-01 05:46:06,80
OUT,142.250.82.211,10.81.20.225,UDP,50,229,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,229,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,229,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,229,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,229,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,229,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,25,56,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,50,230,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,236,1970-01-01 05:46:01,1227
